id,uuid,description
33,fae0f2d9-5910-4983-9778-7e725a4eabaf,"Trousers with a green color, made from denim, and suitable for fall."
34,74f5b1df-81de-4efc-ac7c-d95b63d0447a,"Trousers with a blue color, made from silk, and suitable for spring."
35,e6f6009a-fe6a-41b9-8f36-89890aa21f2f,"Skirt with a green color, made from denim, and suitable for spring."
36,8a2e3f91-64fb-40f8-9f49-ede7e6146fc4,"Trousers with a black color, made from leather, and suitable for summer."
37,4dac686d-9e24-47a3-a84d-2a9a48ebdba5,"Jacket with a gray color, made from linen, and suitable for summer."
38,45903d04-9a78-42f3-8a74-ba8ee59b8acf,"Blouse with a black color, made from leather, and suitable for summer."
39,f8f7eb67-e39d-421f-aef1-095bd0193484,"Trousers with a black color, made from wool, and suitable for fall."
40,7bce8e3b-f719-4cd1-87dc-763f52fe0263,"Jacket with a black color, made from polyester, and suitable for summer."
41,0c7aba2a-aef8-4d05-86e9-39242e41bd05,"Blouse with a navy blue color, made from cotton, and suitable for fall."
42,0de4cd26-62d3-4f22-a7bb-88f234d64096,"Trousers with a blue color, made from satin, and suitable for summer."
43,0a1d4d08-1755-4d14-9d18-19e099df9f29,"Jacket with a pink color, made from nylon, and suitable for winter."
44,ae099c1a-703b-479a-b042-6383f3546aac,"Jacket with a pink color, made from polyester, and suitable for summer."
45,ad51623d-3505-4217-b1e1-82e0c87c51ab,"Blouse with a pink color, made from cotton, and suitable for winter."
46,cf3865a6-640a-426a-b16d-ca0e73b79ee4,"Blouse with a green color, made from polyester, and suitable for winter."
47,70cfd54b-487c-4064-9ead-96da730a3209,"Jacket with a white color, made from denim, and suitable for spring."
48,d0bceb9f-5f86-4e59-9bf4-ed34dad31bf9,"Blouse with a black color, made from denim, and suitable for summer."
49,681a84bf-79bc-46f0-9629-8d0b2c755d36,"Skirt with a beige color, made from denim, and suitable for summer."
50,850a693d-a758-4b28-9a27-db163ad3e105,"Trousers with a black color, made from nylon, and suitable for winter."
51,fe08a10a-e84c-4cd1-9407-2507995ccc6d,"Blouse with a beige color, made from polyester, and suitable for spring."
52,34ea4f21-1c62-4a08-900a-91a7bb543435,"Skirt with a black color, made from leather, and suitable for summer."
53,dae764f6-ea2d-4af9-a385-8d22d287632a,"Trousers with a white color, made from silk, and suitable for summer."
54,ebdf223d-9366-4aa9-adb6-6b3112f6941f,"Jacket with a red color, made from denim, and suitable for fall."
55,c23803f2-5d6c-4e4a-ab66-4f60dfecad14,"Blouse with a beige color, made from polyester, and suitable for fall."
56,ff735ca3-7247-4e81-bb4e-5290300f6c28,"Blouse with a red color, made from linen, and suitable for summer."
57,7509fdcd-bff5-44ac-9844-066ae99a5cc4,"Jacket with a navy blue color, made from silk, and suitable for summer."
58,31dc8928-5cd0-4df0-8b82-0d2507977456,"Trousers with a beige color, made from silk, and suitable for winter."
59,6b78b1a4-2861-41cc-8bd4-3fbcc3779020,"Trousers with a black color, made from linen, and suitable for spring."
60,f517d7f6-bb6c-45b8-9c8a-56906efc80f7,"Skirt with a red color, made from cotton, and suitable for winter."
61,b2b572dc-4967-467d-98bd-68e30486e26c,"Jacket with a gray color, made from silk, and suitable for spring."
62,aede1d68-fc82-4d91-a466-0defe9e4cd5b,"Jacket with a blue color, made from linen, and suitable for spring."
63,58bf1f50-2914-4edb-bfec-43fd0acd5414,"Blouse with a black color, made from leather, and suitable for winter."
64,9b957cab-4f3e-4bba-a3b5-9f628c7c7a47,"Blouse with a navy blue color, made from leather, and suitable for winter."
65,8eb3c6d6-dff7-4ff1-98a7-3b1042fd86d4,"Skirt with a blue color, made from nylon, and suitable for summer."
66,363f4aca-3cf9-4787-b47d-201c3fd0efa1,"Jacket with a beige color, made from wool, and suitable for fall."
67,2ca94171-5d98-455e-bd1e-4945db943ad8,"Trousers with a black color, made from silk, and suitable for fall."
68,9ec2c0da-5446-4c7c-a96f-512fa37a4d5f,"Jacket with a green color, made from wool, and suitable for winter."
69,8029ccf3-b79d-4e08-90a9-25ba7dfa56fb,"Jacket with a beige color, made from silk, and suitable for winter."
70,77e44997-ded3-44c2-a333-95e78cccd8d8,"Skirt with a pink color, made from nylon, and suitable for spring."
71,21cdef41-77a0-4f85-a4d7-e91c19ed42e9,"Jacket with a white color, made from leather, and suitable for spring."
72,5bd5cd12-1929-438b-a633-6ba6ac8af788,"Blouse with a blue color, made from nylon, and suitable for spring."
73,a7f75aac-3796-4c80-9b60-6c88e39c690e,"Blouse with a gray color, made from linen, and suitable for winter."
74,850049ab-8f22-40d5-869e-41a404ed16bc,"Blouse with a black color, made from leather, and suitable for fall."
75,55c79ec5-07bd-492e-8087-0762fe1a2dbe,"Skirt with a green color, made from wool, and suitable for summer."
76,ace501b1-108c-4acf-a6f6-10ce13f2411c,"Jacket with a gray color, made from satin, and suitable for fall."
77,67952c2a-ad2f-419b-b16f-5b949d108c42,"Trousers with a black color, made from wool, and suitable for fall."
78,72b3e335-9a9b-4282-a39e-ebcf917c5484,"Blouse with a beige color, made from wool, and suitable for fall."
79,29deebed-8343-4a0d-ad0a-c14208f18d3d,"Jacket with a black color, made from denim, and suitable for summer."
80,1d2b0870-5ac8-439f-914d-8bee14a4f719,"Trousers with a gray color, made from wool, and suitable for fall."
81,0773010d-7836-43c1-9d92-31421a689e59,"Trousers with a black color, made from linen, and suitable for fall."
82,cda0413f-121b-4c41-8ac3-34ee1f2f927d,"Trousers with a green color, made from denim, and suitable for winter."
83,ae99809f-d35c-463c-a678-44e9f3bc9ccf,"Skirt with a red color, made from satin, and suitable for summer."
84,952a9b3c-10ac-4fd4-869a-2349e55be74d,"Skirt with a pink color, made from denim, and suitable for fall."
85,1a7227b4-a80b-45e7-a180-bca12d501d18,"Jacket with a black color, made from nylon, and suitable for winter."
86,434ff64a-00a6-400c-9c0e-fd7a9a449aad,"Blouse with a black color, made from wool, and suitable for spring."
87,865220f3-9e25-47bc-846f-7fea63521a42,"Blouse with a blue color, made from cotton, and suitable for summer."
88,d695e7cd-37e4-4200-9445-5263aca92242,"Blouse with a red color, made from denim, and suitable for spring."
89,afc30c0c-ef7d-4ca8-97ad-21dcd3d8786c,"Blouse with a red color, made from cotton, and suitable for winter."
90,e49af4d7-72d1-4c5b-9b23-daa8851adbfc,"Jacket with a red color, made from satin, and suitable for spring."
91,0c22c5c3-9634-474a-b3fd-c5d3d00bded8,"Jacket with a white color, made from polyester, and suitable for spring."
92,92e79df1-db75-4b65-8c24-cb82307ce749,"Trousers with a white color, made from polyester, and suitable for summer."
93,11437ab1-1c0d-4dba-a94d-eb248497e45f,"Jacket with a gray color, made from silk, and suitable for winter."
94,8924ad9b-f048-42e0-a303-fadf191729e7,"Trousers with a white color, made from leather, and suitable for fall."
95,2c69cf81-8fb2-4ed6-999d-2f193d40e5b5,"Jacket with a black color, made from leather, and suitable for winter."
96,fcc02559-a2fa-45ee-86aa-0ddadbece033,"Skirt with a black color, made from polyester, and suitable for fall."
97,cc13f91f-18be-4bd9-8734-1c9b62f1ebdc,"Jacket with a black color, made from nylon, and suitable for spring."
98,1e5e03ef-487c-4503-bf5c-dd21dc6f5e2a,"Skirt with a pink color, made from wool, and suitable for spring."
99,57080843-ac70-4c27-ad8b-4796f9231622,"Blouse with a green color, made from linen, and suitable for summer."
100,1341f370-3a80-474d-9030-288595d22a29,"Trousers with a green color, made from cotton, and suitable for winter."
101,95a69ff0-c178-451c-89c9-4ecd1b1bed9d,"Trousers with a navy blue color, made from polyester, and suitable for winter."
102,3b597551-3c33-4ff3-9d73-acd2a886301e,"Skirt with a white color, made from denim, and suitable for fall."
103,f645dcce-ed84-48fb-9421-64adb1f734e9,"Jacket with a black color, made from linen, and suitable for winter."
104,3102826a-e137-4844-b176-447a73f25454,"Trousers with a red color, made from wool, and suitable for spring."
105,ab83a7d7-d0ab-4860-b553-c3f558fbb8c6,"Trousers with a red color, made from linen, and suitable for summer."
106,2a65aaa3-f953-4e7f-93f9-0d6de266accb,"Jacket with a black color, made from wool, and suitable for spring."
107,433ba433-b51c-4995-9a46-201ba1f824cb,"Skirt with a blue color, made from leather, and suitable for spring."
108,a587014e-3490-45f1-8d22-a8e9e702fa0c,"Trousers with a green color, made from leather, and suitable for spring."
109,a181f374-0601-412a-8915-863fd51c8b66,"Blouse with a green color, made from denim, and suitable for winter."
110,34c4a75a-51ae-4dd6-8ccd-2e568158ffb6,"Jacket with a gray color, made from silk, and suitable for spring."
111,8a60ac7d-77df-49a9-a23a-273bc8f72c20,"Blouse with a red color, made from polyester, and suitable for summer."
112,634fe89c-4036-4ee7-9c5f-083d48f6e6e2,"Trousers with a beige color, made from satin, and suitable for summer."
113,27323510-582b-4b80-a19c-d32337f08519,"Skirt with a black color, made from linen, and suitable for summer."
114,982eabe9-39b3-4904-bc6a-52bbf2dcd573,"Skirt with a white color, made from nylon, and suitable for spring."
115,55ae5fe8-b621-4a30-a73d-8ccd2704c186,"Blouse with a black color, made from leather, and suitable for fall."
116,62556330-85cc-417d-8d87-95c71f5bef3d,"Skirt with a blue color, made from satin, and suitable for summer."
117,a0047d7e-0b48-4bcf-b1c4-685272cc9704,"Blouse with a beige color, made from cotton, and suitable for fall."
118,d3bbf8b4-c8af-4d84-a177-5688eaea626d,"Jacket with a red color, made from leather, and suitable for winter."
119,45658fa2-cdcf-4120-9ac7-5cf3b94f09e7,"Jacket with a white color, made from cotton, and suitable for spring."
120,1d844e7f-bebc-4956-bf79-f25ca84a06bc,"Trousers with a pink color, made from polyester, and suitable for winter."
121,d16834ef-a013-40a8-9c63-449cb915839e,"Jacket with a red color, made from wool, and suitable for spring."
122,abb5ed46-6b8f-4775-b60f-8dd71838daa0,"Jacket with a navy blue color, made from leather, and suitable for fall."
123,e98f75db-204a-43b6-bebb-9d1b4b55da3f,"Blouse with a navy blue color, made from nylon, and suitable for fall."
124,0e27c4d0-5df1-449d-a2ff-d47de540801f,"Trousers with a red color, made from satin, and suitable for spring."
125,5f6119dc-9f61-4f21-a6fc-9a79dc9e4f9c,"Skirt with a red color, made from nylon, and suitable for fall."
126,051a4b15-a802-413b-b072-2bf922779fee,"Trousers with a white color, made from cotton, and suitable for winter."
127,bffbd7d7-d6bc-485b-b148-d4273f6f5411,"Blouse with a red color, made from nylon, and suitable for fall."
128,c0db5f27-c8c0-4738-87cf-be3969ae0dcd,"Trousers with a red color, made from satin, and suitable for spring."
129,af958bbd-78e1-45e6-b9e6-061a892ea0a6,"Trousers with a navy blue color, made from denim, and suitable for spring."
130,d347acac-9f17-4e49-9f03-d20a4883227a,"Trousers with a white color, made from polyester, and suitable for winter."
131,4b0ddbcd-f42d-4469-9caf-642901f1309a,"Skirt with a pink color, made from leather, and suitable for fall."
132,0e184456-d70f-4740-85b5-d9f152e0c0b6,"Trousers with a blue color, made from wool, and suitable for fall."
133,8f84ddae-3d86-42c8-8e16-2ac140a2367e,"Trousers with a black color, made from linen, and suitable for winter."
134,fd926c6f-3dbf-461d-b020-e16114645d5d,"Trousers with a pink color, made from wool, and suitable for spring."
135,a2f0333d-4480-45e5-b34a-b6f2df6f2a13,"Blouse with a black color, made from linen, and suitable for summer."
136,6223e1ea-426a-4bba-86c2-4ed0eba6a943,"Blouse with a green color, made from cotton, and suitable for winter."
137,7cb756e9-b0a7-4e9d-9990-8d64609a5f45,"Skirt with a beige color, made from nylon, and suitable for summer."
138,69039d7f-2bd1-42d6-8c73-3e0a73ada3c7,"Blouse with a navy blue color, made from linen, and suitable for summer."
139,f2d267be-3f6a-4814-967b-4ceaf659af43,"Blouse with a pink color, made from cotton, and suitable for winter."
140,843cb841-b4c4-4cbb-b6ef-6fdf56ce4de9,"Blouse with a black color, made from silk, and suitable for fall."
141,6e52f12f-9e6f-4820-a463-9286f5ad9058,"Blouse with a green color, made from satin, and suitable for winter."
142,4243988b-82c4-44ce-b9c5-ab194c9e7deb,"Blouse with a black color, made from leather, and suitable for fall."
143,e3fc3399-c3a5-4c80-90d1-172b72862c4c,"Trousers with a pink color, made from polyester, and suitable for spring."
144,87f621f1-1434-469f-947f-3f65073815ab,"Blouse with a white color, made from satin, and suitable for winter."
145,345877a0-a026-4c39-a0ff-d67a1759a081,"Jacket with a black color, made from polyester, and suitable for spring."
146,ae2b30dc-ebbd-4ed6-8d4d-1d1b95bdb8b1,"Jacket with a pink color, made from leather, and suitable for winter."
147,077dbdf2-e8b1-4652-a39d-8910dfb2bee6,"Jacket with a black color, made from polyester, and suitable for summer."
148,c5e49e0f-5207-4948-9d17-859f31ba3a97,"Trousers with a red color, made from satin, and suitable for winter."
149,61ee2e87-b55b-4a67-bf44-6c5c2cffe364,"Blouse with a red color, made from silk, and suitable for winter."
150,813cf5df-333d-4ce2-929d-373377c83301,"Skirt with a green color, made from leather, and suitable for winter."
151,e6f75b9e-b94f-48a2-87d2-3a709e945524,"Jacket with a gray color, made from linen, and suitable for spring."
152,2950fbdb-4e6c-4f99-a150-a10ba727eb1b,"Skirt with a navy blue color, made from nylon, and suitable for summer."
153,301e14ac-7fb9-41ca-a1de-c537fdf3ac49,"Blouse with a gray color, made from cotton, and suitable for spring."
154,de9ee5ab-ff3c-4aaa-822f-0b796998c625,"Trousers with a beige color, made from nylon, and suitable for winter."
155,e059116c-5c2b-4478-84d1-10944bd1de8c,"Blouse with a blue color, made from leather, and suitable for winter."
156,39fb399f-1ffc-4a4a-ad55-ae4104d8a1ee,"Blouse with a blue color, made from polyester, and suitable for winter."
157,a7a96cc7-ab4a-44d1-b7fb-53951e003d64,"Jacket with a beige color, made from linen, and suitable for spring."
158,e22bc61e-58b8-4a84-b52f-0cc59f81631e,"Jacket with a black color, made from cotton, and suitable for summer."
159,b6bc31f7-7741-4aa9-976d-f6ff03995b4f,"Blouse with a green color, made from nylon, and suitable for winter."
160,4218552f-b3ce-41a0-a150-57118e5adde5,"Skirt with a gray color, made from denim, and suitable for spring."
161,e9a22f7b-bf5d-451e-ba2c-b8bb83e18559,"Jacket with a gray color, made from wool, and suitable for spring."
162,1078ec78-5e89-4945-9235-b602ecdbc732,"Skirt with a white color, made from satin, and suitable for spring."
163,cbae10f3-853d-4442-8e6e-1ca896828db1,"Blouse with a gray color, made from satin, and suitable for summer."
164,bf6a6976-7601-40f0-8fbf-a012f4ebdbe4,"Blouse with a black color, made from cotton, and suitable for fall."
165,c9d4f4e5-01e8-4180-9948-215c28688710,"Jacket with a navy blue color, made from satin, and suitable for winter."
166,4bed9c95-3812-468c-aaca-26710b8d6698,"Jacket with a green color, made from linen, and suitable for fall."
167,158149bb-6142-4feb-afae-ad54a3c55f83,"Trousers with a white color, made from satin, and suitable for spring."
168,c52e8ed7-dadc-46dd-8143-999b4d0405ed,"Trousers with a blue color, made from satin, and suitable for fall."
169,658de1ab-5db6-45c7-a58b-1fb0639fe93f,"Trousers with a green color, made from leather, and suitable for fall."
170,e1f26e50-80eb-40f6-8bca-a0ae0eb670fb,"Trousers with a black color, made from nylon, and suitable for fall."
171,90c4df3c-1d68-46f7-8581-d621eda86a84,"Trousers with a pink color, made from leather, and suitable for winter."
172,8790e2ef-bb9b-4565-b363-1142b9ae640e,"Skirt with a black color, made from leather, and suitable for winter."
173,21e6b604-9706-4dc1-aa2b-d0d76ea194a2,"Skirt with a beige color, made from polyester, and suitable for winter."
174,1ab14e33-1207-4155-8468-04fd99e306e8,"Blouse with a navy blue color, made from denim, and suitable for summer."
175,ee097554-11f0-46da-837d-ed41f75d8dc5,"Skirt with a black color, made from nylon, and suitable for summer."
176,13ec21cb-1098-47b0-bd0b-d34057ffbc6d,"Skirt with a gray color, made from polyester, and suitable for summer."
177,38805776-9c16-440f-a724-0521b74b02f6,"Trousers with a black color, made from cotton, and suitable for summer."
178,7c149b31-f045-4d17-9e96-bfbc032191a6,"Skirt with a black color, made from nylon, and suitable for spring."
179,3751e3ee-ec0b-4250-b78a-39129d2ff080,"Jacket with a black color, made from nylon, and suitable for spring."
180,db234c9c-179c-4c4e-b21b-b42a0dac2f1b,"Trousers with a black color, made from wool, and suitable for spring."
181,868697e2-27ea-40bc-8e91-dcd6884ac922,"Jacket with a navy blue color, made from wool, and suitable for winter."
182,33a7840f-ed5c-4314-8e40-4f9e07c5c250,"Skirt with a red color, made from leather, and suitable for winter."
183,d0dc7ba0-2e54-4161-b4f1-f054ef91544f,"Trousers with a black color, made from wool, and suitable for summer."
184,49de6088-ba3c-429e-a8db-7a174d2885bf,"Skirt with a black color, made from wool, and suitable for fall."
185,59cb42a2-51b3-44b8-ab85-150940fff8fd,"Blouse with a white color, made from linen, and suitable for summer."
186,26214aac-d57a-4fc9-9034-7570a2ba214d,"Trousers with a blue color, made from nylon, and suitable for winter."
187,fd24eebf-ad78-41ca-a3e5-cee27992749b,"Blouse with a black color, made from nylon, and suitable for summer."
188,1b4aaf92-db52-46dc-8e4e-9597a95bf2f4,"Jacket with a navy blue color, made from polyester, and suitable for spring."
189,786900b7-e10a-4388-9d9f-abc222ee5058,"Jacket with a navy blue color, made from satin, and suitable for spring."
190,2f934016-ee3f-40e7-b564-f243762b0cb2,"Jacket with a red color, made from cotton, and suitable for winter."
191,acf08a37-ea39-4e99-9eb3-49e42462fb0e,"Skirt with a pink color, made from denim, and suitable for spring."
192,dd22e9aa-8b8f-47ec-992c-2a278520d1d2,"Blouse with a red color, made from polyester, and suitable for summer."
193,9b47bb5f-8b87-445e-a3e7-27ba939b066b,"Blouse with a blue color, made from satin, and suitable for summer."
194,ad686937-1e01-46ed-b21d-fe872ce4f4d4,"Jacket with a red color, made from cotton, and suitable for spring."
195,039d0b81-60e1-48bb-8564-740166bed43b,"Trousers with a navy blue color, made from denim, and suitable for summer."
196,b7a5fb7c-847b-4454-998e-d3072d1d3832,"Skirt with a green color, made from denim, and suitable for winter."
197,3f1d8dc0-5ad7-4aed-abaf-2ac59a3f9e1c,"Jacket with a navy blue color, made from cotton, and suitable for fall."
198,90d4ec7e-c608-453f-abbb-0f5f997f5d40,"Jacket with a black color, made from cotton, and suitable for fall."
199,838f2e33-86f1-4bb7-9e25-a73eebf84b97,"Blouse with a black color, made from wool, and suitable for fall."
200,c2333829-0e04-42e5-b968-7dbec7e8482f,"Skirt with a black color, made from leather, and suitable for fall."
201,1aa89423-82bd-406a-8b84-6303362386e4,"Skirt with a black color, made from denim, and suitable for summer."
202,c898f65c-8ac1-419b-842d-7f8acec44c93,"Blouse with a beige color, made from silk, and suitable for winter."
203,6a31aac4-31fa-4c65-ada6-58a42312cc4f,"Jacket with a navy blue color, made from leather, and suitable for summer."
204,9ca6863c-2760-4f1b-93c6-b16bf6a311ce,"Blouse with a gray color, made from silk, and suitable for fall."
205,88eef5fd-8fb4-42a2-a31d-0f8e37dec191,"Trousers with a navy blue color, made from cotton, and suitable for fall."
206,3aff56a3-b7d9-40fb-925a-9d8b3816f6ba,"Blouse with a navy blue color, made from satin, and suitable for spring."
207,503dd4d9-66a8-4b09-a544-a2c1b5bf6999,"Trousers with a pink color, made from cotton, and suitable for fall."
208,3c760bb8-b2a2-485d-ae2a-d92888886270,"Jacket with a beige color, made from polyester, and suitable for fall."
209,fcc9a242-6ae4-4417-a53d-4b05ef3c6bd2,"Jacket with a gray color, made from nylon, and suitable for winter."
210,9b65a2b7-f539-4d89-ab54-0b3aa70706b4,"Skirt with a pink color, made from denim, and suitable for spring."
211,f868c2e7-a4ba-4225-be85-372927d52348,"Jacket with a green color, made from polyester, and suitable for winter."
212,b2cd2c78-6718-4504-bf76-2d3ba266b9bb,"Skirt with a black color, made from silk, and suitable for spring."
213,3ba89807-7dd8-450e-b4ac-da7d72d183cd,"Trousers with a navy blue color, made from cotton, and suitable for fall."
214,d2744242-9cc1-462c-a695-5153d01e61c9,"Trousers with a navy blue color, made from leather, and suitable for summer."
215,8919379e-dc6a-4595-8dc1-9cdb2886cda4,"Trousers with a black color, made from nylon, and suitable for spring."
216,e7458574-2d5b-4dd2-8f62-ccbae112e19a,"Skirt with a red color, made from nylon, and suitable for fall."
217,3cd9ba96-b5e9-4a16-8936-f86870aa601a,"Jacket with a beige color, made from cotton, and suitable for spring."
218,b0167fdd-cb7f-4ed5-9c54-fd7fb54d40bf,"Trousers with a beige color, made from wool, and suitable for fall."
219,d9110803-040e-4a06-a9ba-2253b54813cb,"Blouse with a black color, made from linen, and suitable for summer."
220,e0e8ca46-2fcb-4935-81c0-01b1fda37508,"Trousers with a gray color, made from nylon, and suitable for summer."
221,d1919408-f63e-4426-8b85-5eba3941d904,"Trousers with a green color, made from satin, and suitable for winter."
222,a0037280-060e-484e-990c-2742a45a73cf,"Blouse with a white color, made from nylon, and suitable for summer."
223,626cea5d-3003-4d43-b4a4-3accc27307be,"Trousers with a pink color, made from linen, and suitable for winter."
224,e9df0b98-7069-418c-891d-20df3d3ba583,"Jacket with a gray color, made from satin, and suitable for fall."
225,36165c98-db0f-422d-ba2a-bfaf2b4fba14,"Trousers with a white color, made from cotton, and suitable for summer."
226,36875d68-550a-4408-b931-b0794b27a30b,"Blouse with a navy blue color, made from polyester, and suitable for spring."
227,3a8dbc64-061d-4c58-8409-9357f0a56414,"Blouse with a green color, made from linen, and suitable for summer."
228,5a448263-8ccc-4c06-9168-4549e114d3b9,"Jacket with a white color, made from wool, and suitable for summer."
229,b85c437f-ec84-4987-9302-4398cf8339b7,"Trousers with a black color, made from wool, and suitable for summer."
230,8e074d19-bf56-44fe-97c4-58964954c9b1,"Trousers with a pink color, made from polyester, and suitable for spring."
231,a729aaa2-ed85-4650-bb66-fb6a9327f178,"Jacket with a navy blue color, made from silk, and suitable for spring."
232,69d5f36c-e9fe-4b22-96e0-bc793278d733,"Trousers with a beige color, made from polyester, and suitable for spring."
233,c1f81a07-8aa8-4f32-8f41-5795e2c4ea31,"Skirt with a red color, made from denim, and suitable for spring."
234,7dcc6855-42ff-4a92-942d-40694debcc7f,"Blouse with a red color, made from linen, and suitable for fall."
235,51bb47ff-de60-464b-b1f5-f5ae4d138947,"Skirt with a black color, made from leather, and suitable for winter."
236,df3d331c-4da4-4da4-b61f-4124da6058a1,"Trousers with a black color, made from leather, and suitable for fall."
237,9fa1d1e1-a108-4a49-9357-4156c7af022a,"Blouse with a red color, made from wool, and suitable for spring."
238,961039e1-dced-46d6-880a-5e3a655bbab4,"Trousers with a black color, made from silk, and suitable for fall."
239,25ad2e9a-6c11-4dbf-9281-789da166ab3a,"Trousers with a green color, made from polyester, and suitable for summer."
240,76d83b49-0fca-44ac-8aef-c699ca8e468a,"Jacket with a white color, made from silk, and suitable for summer."
241,9a77ce03-4b76-418a-9782-183c776da975,"Blouse with a gray color, made from leather, and suitable for winter."
242,20e87f07-fedb-41c5-8485-63c0305b74b8,"Jacket with a red color, made from wool, and suitable for winter."
243,ca2392d4-0209-4254-a7c1-2a48d11c894d,"Skirt with a black color, made from cotton, and suitable for winter."
244,ce094d4e-e511-4ee5-b604-80db31846cc9,"Skirt with a blue color, made from satin, and suitable for fall."
245,e52a5519-1d9c-4aa2-aa60-8141ff7c4164,"Skirt with a red color, made from linen, and suitable for spring."
246,a1f63547-4ddb-48c7-b92f-5c5340a19cda,"Trousers with a black color, made from satin, and suitable for spring."
247,665316d8-6660-417a-aab4-9be21191ceaf,"Trousers with a blue color, made from leather, and suitable for summer."
248,3817833c-71a7-4f42-8ba6-c2795498b134,"Skirt with a black color, made from cotton, and suitable for fall."
249,428a2cf8-2e90-4696-8d9e-1eb126f43e4d,"Jacket with a white color, made from linen, and suitable for fall."
250,9051f0e9-e98b-41d9-b4f5-66ece6c02450,"Jacket with a red color, made from denim, and suitable for winter."
251,cda6530e-b8f5-4bd7-8554-5d4e5979c31b,"Jacket with a pink color, made from linen, and suitable for winter."
252,3b378a02-d95b-40a7-8c70-3db78ac6e5a3,"Skirt with a green color, made from denim, and suitable for winter."
253,7e39f799-3f4b-4561-94c8-7d1c2a3d84f0,"Blouse with a green color, made from denim, and suitable for spring."
254,097a1f80-f3cf-4aa2-a325-968a12c8bb9c,"Skirt with a black color, made from nylon, and suitable for winter."
255,e94c7d29-18df-43a3-a11a-9850a1fd5e2e,"Jacket with a white color, made from satin, and suitable for spring."
256,ee27e099-e4fb-47fe-a390-c44761eba767,"Blouse with a blue color, made from cotton, and suitable for winter."
257,3b3b9aab-80ca-4aa2-b9fa-d2f147bd9a97,"Jacket with a black color, made from linen, and suitable for winter."
