ID,UUID,Description
79,373bd917-24fe-4858-ba23-8b1dec1f93c8,"skirt with a white colour, made from linen and suitable for spring."
140,f1b2de87-10ba-4fbf-8954-4d2111519ed0,"trousers with a white colour, made from silk and suitable for winter."
26,e04a81b7-5433-4c98-8b3b-11509c855e36,"jacket with a black colour, made from cotton and suitable for winter."
60,a2de2f2b-095d-4a66-941e-fde491f25b81,"jacket with a green colour, made from silk and suitable for winter."
159,b3df5e98-d89a-4556-a700-20c9df1c88cc,"trousers with a black colour, made from linen and suitable for spring."
230,21a84744-c803-4e26-9dfb-a01866cf88c1,"blouse with a yellow colour, made from cotton and suitable for autumn."
64,8c98cab2-6ed4-4034-a270-af7c5e178579,"jacket with a green colour, made from silk and suitable for spring."
178,52f84f4a-2115-4441-a521-6a38ae0d4ed0,"trousers with a green colour, made from cotton and suitable for summer."
85,567af3b1-60af-4588-a319-2e48d849e9ed,"skirt with a black colour, made from wool and suitable for autumn."
58,b2158ea3-d9ac-4e1d-ac9f-ca3ebb096e13,"jacket with a green colour, made from cotton and suitable for winter."
179,480cc8dd-d1da-4834-8b5d-004b97ea7683,"trousers with a green colour, made from linen and suitable for summer."
94,582e3e81-ed86-4175-a704-8c62a5f1a00c,"skirt with a black colour, made from cotton and suitable for spring."
254,fa78231f-1c8f-4c6d-9f8b-45319aa70cbf,"blouse with a green colour, made from cotton and suitable for spring."
15,b5faadc1-6460-4692-9f1d-f8a1bd744d64,"jacket with a white colour, made from linen and suitable for spring."
149,6e5b51a7-c679-4626-b26e-c0dc2fdeb5d3,"trousers with a black colour, made from wool and suitable for autumn."
102,b1dad65d-c204-445e-ab22-61f2470ff3a7,"skirt with a yellow colour, made from cotton and suitable for autumn."
74,528bb547-a602-4adc-8669-2c6189d3d084,"skirt with a white colour, made from cotton and suitable for winter."
169,7ced50a3-3791-4a42-9191-ce81ce423935,"trousers with a yellow colour, made from wool and suitable for winter."
63,b5968bde-42e0-41d1-9101-9fd71d073d2b,"jacket with a green colour, made from linen and suitable for spring."
147,199cf955-ad78-4086-a813-c3991bec07fe,"trousers with a black colour, made from linen and suitable for summer."
88,11459bfc-f30d-4c71-a5cf-2241cd980d2a,"skirt with a black colour, made from silk and suitable for autumn."
124,a4d0d17f-4e95-4491-aef8-9916b24f7b51,"skirt with a green colour, made from silk and suitable for winter."
8,2b6faf7e-f7f9-425e-9ea4-d5641674f559,"jacket with a white colour, made from silk and suitable for autumn."
199,6067eb75-b750-46ed-9b3f-bf5f55afeebd,"blouse with a white colour, made from linen and suitable for autumn."
37,b50612bd-f2a2-4170-922a-07da942a041d,"jacket with a yellow colour, made from wool and suitable for autumn."
71,d5b5139a-ee9f-40bc-be9a-a3aa7c453d1a,"skirt with a white colour, made from linen and suitable for autumn."
139,d1b1167c-df07-44c9-bd89-2f03a7099b18,"trousers with a white colour, made from linen and suitable for winter."
198,da961c64-e061-449a-9b99-fcce058bd096,"blouse with a white colour, made from cotton and suitable for autumn."
175,102a2845-4210-41ac-8b67-38a9a003e85f,"trousers with a yellow colour, made from linen and suitable for spring."
47,e93ca5be-d2e1-404a-8ee3-1dd5df3724df,"jacket with a yellow colour, made from linen and suitable for spring."
10,41a64ccb-d1bd-4048-8340-a0d2762ab8a5,"jacket with a white colour, made from cotton and suitable for winter."
116,a53ce6f7-1711-47a6-80e4-ba0b8ddaefce,"skirt with a green colour, made from silk and suitable for summer."
250,e2f2a2a8-befe-4f8b-aa14-72365a0ae120,"blouse with a green colour, made from cotton and suitable for winter."
229,2d9fe10a-246e-41fd-8b40-cb2e278d4fbc,"blouse with a yellow colour, made from wool and suitable for autumn."
110,6dac50be-f4b8-427d-a76e-b750cc63831f,"skirt with a yellow colour, made from cotton and suitable for spring."
18,2aae1d6d-6666-4dc5-8ef7-cd76abbf5e7b,"jacket with a black colour, made from cotton and suitable for summer."
70,82e067c7-0b79-4a30-a087-496545e3297f,"skirt with a white colour, made from cotton and suitable for autumn."
137,52628f56-9217-4473-9fcb-8f53a2e8a0b6,"trousers with a white colour, made from wool and suitable for winter."
194,d600fc35-ae7d-4486-99ab-79e232cd9995,"blouse with a white colour, made from cotton and suitable for summer."
133,2656346b-29ec-4b2c-a5a5-a40686fbc4ec,"trousers with a white colour, made from wool and suitable for autumn."
77,af8de844-ed65-434b-83a6-677936fdbcc7,"skirt with a white colour, made from wool and suitable for spring."
218,b108474f-b0e9-4718-a9d1-495ac0bb57cd,"blouse with a black colour, made from cotton and suitable for winter."
114,51748c23-ea3c-403f-8661-8902acf6d9bc,"skirt with a green colour, made from cotton and suitable for summer."
201,7ca7057e-d270-4d8e-bbf4-6f089b5b9be0,"blouse with a white colour, made from wool and suitable for winter."
121,fc5d7705-3c04-4aea-a121-48c15ffd2b83,"skirt with a green colour, made from wool and suitable for winter."
163,5c9fc22a-079c-46dd-b00d-6a91617a7f08,"trousers with a yellow colour, made from linen and suitable for summer."
203,c4ac6316-dba9-42ea-a5d4-e5a28ffbcf4a,"blouse with a white colour, made from linen and suitable for winter."
2,2dab5a47-9874-4e66-a3c5-e48e54729bd0,"jacket with a white colour, made from cotton and suitable for summer."
235,347d4e81-92fc-4796-aad7-81d53fd8ec5d,"blouse with a yellow colour, made from linen and suitable for winter."
28,a6206135-84fe-4089-9be3-1ac16ab1467e,"jacket with a black colour, made from silk and suitable for winter."
143,41f8d30b-16d8-47aa-80f9-d1d3d33e0d33,"trousers with a white colour, made from linen and suitable for spring."
32,a7ca479a-6bed-4c71-bfdf-463f41fe0d7f,"jacket with a black colour, made from silk and suitable for spring."
240,4022fb48-d64d-4c3e-b6e9-612fe5d16293,"blouse with a yellow colour, made from silk and suitable for spring."
131,f5843788-d182-4d98-9c57-678583eb9bf1,"trousers with a white colour, made from linen and suitable for summer."
144,dd25ec45-50f7-4df4-8959-a48912fca155,"trousers with a white colour, made from silk and suitable for spring."
61,64faa8e7-4672-40b9-a05e-c295fd3179f4,"jacket with a green colour, made from wool and suitable for spring."
180,1d60502d-c920-4c4f-9b34-3a292aad65d1,"trousers with a green colour, made from silk and suitable for summer."
239,d2a59f5b-4d67-4f11-9750-72e01126bbfe,"blouse with a yellow colour, made from linen and suitable for spring."
34,12a73e90-32ed-4c57-8f4b-b25a41ec0a22,"jacket with a yellow colour, made from cotton and suitable for summer."
55,631b5b13-59ed-4185-8e1c-3c4b969545e8,"jacket with a green colour, made from linen and suitable for autumn."
242,52c2867e-103f-4fee-861e-3bfc12a99529,"blouse with a green colour, made from cotton and suitable for summer."
155,34be5d0c-0af6-4166-b7f0-443e5cca55e6,"trousers with a black colour, made from linen and suitable for winter."
103,f376b679-be06-4768-9243-d27e93e7f083,"skirt with a yellow colour, made from linen and suitable for autumn."
193,8211d272-6b65-4421-8894-d2587268ed4b,"blouse with a white colour, made from wool and suitable for summer."
50,92f4ff1a-0d13-41ec-826f-414b91f7ed09,"jacket with a green colour, made from cotton and suitable for summer."
177,9e264605-3d24-4d30-aba1-b9d3ace0dfec,"trousers with a green colour, made from wool and suitable for summer."
92,cef69512-1fe7-4b15-ad52-0794ec34437c,"skirt with a black colour, made from silk and suitable for winter."
67,54b3edfa-1f7c-4d0c-a58a-618e7ff50851,"skirt with a white colour, made from linen and suitable for summer."
186,4159e1f7-8ae3-4fd8-88ca-ce2499a629f3,"trousers with a green colour, made from cotton and suitable for winter."
126,544a4343-999b-4111-87b6-a43b237e01a9,"skirt with a green colour, made from cotton and suitable for spring."
86,ea79ff49-3837-4e4d-9cc7-63e748ef104f,"skirt with a black colour, made from cotton and suitable for autumn."
46,b46a33bc-65cb-42ee-94c3-fd372055f7a0,"jacket with a yellow colour, made from cotton and suitable for spring."
82,e3f21d8c-7cc0-4175-88b2-d9c4a72617d9,"skirt with a black colour, made from cotton and suitable for summer."
152,b700f7ba-2ecc-4111-9924-b1a4b135ab92,"trousers with a black colour, made from silk and suitable for autumn."
141,5378d26a-c405-427f-adc4-b55995225c55,"trousers with a white colour, made from wool and suitable for spring."
241,ec0c4572-8ef8-4500-975a-d4101d92d04e,"blouse with a green colour, made from wool and suitable for summer."
184,1ff697a7-f345-414e-a6cf-513867313e81,"trousers with a green colour, made from silk and suitable for autumn."
13,d2916eab-e415-410f-bd27-94adc9b18696,"jacket with a white colour, made from wool and suitable for spring."
33,bff12399-bff6-495b-aec1-712b63e33ef8,"jacket with a yellow colour, made from wool and suitable for summer."
4,5ed66861-acc5-4a4c-93bd-8f07e5dae2c8,"jacket with a white colour, made from silk and suitable for summer."
99,09a520a9-98c5-4099-b4ef-e8c02d575bfe,"skirt with a yellow colour, made from linen and suitable for summer."
209,264b33ec-fad5-4775-adf9-bea2424e525d,"blouse with a black colour, made from wool and suitable for summer."
21,8f4754c0-ca6d-4520-9a87-bdfde1807195,"jacket with a black colour, made from wool and suitable for autumn."
48,0a51fb7b-5dca-49fd-a49d-ccc3201232e0,"jacket with a yellow colour, made from silk and suitable for spring."
96,5a7fd72f-e531-4b43-87cc-7814e95d587d,"skirt with a black colour, made from silk and suitable for spring."
117,4bec5b17-61ff-4b84-acca-43a0f8090da2,"skirt with a green colour, made from wool and suitable for autumn."
243,ad2ae686-f217-4b07-bf74-bbd9affd79ee,"blouse with a green colour, made from linen and suitable for summer."
14,ba496bd2-cde9-42a8-aa4e-ca51549eedcb,"jacket with a white colour, made from cotton and suitable for spring."
251,e1f79d45-ab71-43e1-a2f8-0ac6e8f88cff,"blouse with a green colour, made from linen and suitable for winter."
119,97ca1508-edbe-46f1-8dce-8ba4a2566cbe,"skirt with a green colour, made from linen and suitable for autumn."
167,cf02dda1-fda3-4cb4-b6f5-c9b0500886aa,"trousers with a yellow colour, made from linen and suitable for autumn."
106,7251f296-3835-4db7-b20d-c026dfa68b10,"skirt with a yellow colour, made from cotton and suitable for winter."
195,d2e6608d-1f80-4ba0-8a5d-8a555a403888,"blouse with a white colour, made from linen and suitable for summer."
127,9f58d30d-012b-4e82-9717-cb7316340c2d,"skirt with a green colour, made from linen and suitable for spring."
123,51a59491-8e90-42b2-8767-73dba0eb3b92,"skirt with a green colour, made from linen and suitable for winter."
54,4f88ea4b-12c0-49ca-b337-a2b9b87f20fc,"jacket with a green colour, made from cotton and suitable for autumn."
